issue_id,severity,category,title,description,affected_screen_ids,affected_routes,affected_roles,affected_workspaces,evidence_screenshots,expected_behavior,actual_behavior,recommendation,priority,implementation_notes
BROKEN-ACTION-3259,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__INTAKE__LOAD__SMALL_MOBILE__1851,/operations?workspace=platform&view=contacts&section=intake,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__INTAKE__LOAD__SMALL_MOBILE__1851.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3260,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__FOLLOW_UP__LOAD__SMALL_MOBILE__1852,/operations?workspace=platform&view=contacts&section=follow_up,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__FOLLOW_UP__LOAD__SMALL_MOBILE__1852.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3261,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__TAGS__LOAD__SMALL_MOBILE__1853,/operations?workspace=platform&view=contacts&section=tags,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__TAGS__LOAD__SMALL_MOBILE__1853.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3262,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__LIBRARY__LOAD__SMALL_MOBILE__1854,/operations?workspace=platform&view=content&section=library,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__LIBRARY__LOAD__SMALL_MOBILE__1854.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3263,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__MEETINGS__LOAD__SMALL_MOBILE__1855,/operations?workspace=platform&view=content&section=meetings,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__MEETINGS__LOAD__SMALL_MOBILE__1855.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3264,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__RESEARCH__LOAD__SMALL_MOBILE__1856,/operations?workspace=platform&view=content&section=research,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__RESEARCH__LOAD__SMALL_MOBILE__1856.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3265,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__SELECTED__LOAD__SMALL_MOBILE__1857,/operations?workspace=platform&view=content&section=selected,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__SELECTED__LOAD__SMALL_MOBILE__1857.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3266,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__REPURPOSE__LOAD__SMALL_MOBILE__1858,/operations?workspace=platform&view=content&section=repurpose,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__REPURPOSE__LOAD__SMALL_MOBILE__1858.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3267,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__NEWSLETTER__LOAD__SMALL_MOBILE__1859,/operations?workspace=platform&view=content&section=newsletter,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__NEWSLETTER__LOAD__SMALL_MOBILE__1859.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3268,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__PROMPTS__LOAD__SMALL_MOBILE__1860,/operations?workspace=platform&view=content&section=prompts,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__PROMPTS__LOAD__SMALL_MOBILE__1860.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3269,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTENT__BUNDLES__LOAD__SMALL_MOBILE__1861,/operations?workspace=platform&view=content&section=bundles,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__BUNDLES__LOAD__SMALL_MOBILE__1861.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3270,P1,broken_action,Action needs review: Create calendar event Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CALENDAR__OVERVIEW__LOAD__SMALL_MOBILE__1862,/operations?workspace=platform&view=calendar&section=overview,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__OVERVIEW__LOAD__SMALL_MOBILE__1862.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3271,P1,broken_action,Action needs review: Create calendar event Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CALENDAR__WEEK__LOAD__SMALL_MOBILE__1863,/operations?workspace=platform&view=calendar&section=week,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__WEEK__LOAD__SMALL_MOBILE__1863.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3272,P1,broken_action,Action needs review: Create calendar event Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CALENDAR__MONTH__LOAD__SMALL_MOBILE__1864,/operations?workspace=platform&view=calendar&section=month,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__MONTH__LOAD__SMALL_MOBILE__1864.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3273,P1,broken_action,Action needs review: Create calendar event Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CALENDAR__CLASSES__LOAD__SMALL_MOBILE__1865,/operations?workspace=platform&view=calendar&section=classes,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__CLASSES__LOAD__SMALL_MOBILE__1865.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
